chr	start	end	name	strand	source	rank_peco	pve_peco
hs3	50126341	50156454	RBM5	+	H. sapiens	5989	0.000186246671561308
hs2	73612886	73837920	ALMS1	+	H. sapiens	5990	0.000186207109164727
hs8	145133529	145135550	EXOSC4	+	H. sapiens	5991	0.000186160037641381
hs17	660337	685581	GLOD4	-	H. sapiens	5992	0.00018615936170574
hs11	118938403	118952688	VPS11	+	H. sapiens	5993	0.000186114792053105
hs4	170533784	170644824	CLCN3	+	H. sapiens	5994	0.000186074425555183
hs5	54720682	54830878	PPAP2A	-	H. sapiens	5995	0.000186060577093805
hs2	55459039	55462989	RPS27A	+	H. sapiens	5996	0.000186024820082342
hs1	156698234	156706752	RRNAD1	+	H. sapiens	5997	0.000186014155652114
hsX	153656978	153664862	ATP6AP1	+	H. sapiens	5998	0.00018600510560518
hs13	42614176	42830714	DGKH	+	H. sapiens	5999	0.000185989741705916
hs4	77968311	77997158	CCNI	-	H. sapiens	6000	0.000185941983997684
hs4	170314426	170533780	NEK1	-	H. sapiens	6001	0.000185783770682568
hs14	31494312	31562818	AP4S1	+	H. sapiens	6002	0.000185737018245646
hs12	109460894	109525831	USP30	+	H. sapiens	6003	0.000185706754513681
hs20	10415951	10617477	SLX4IP	+	H. sapiens	6004	0.00018568650082984
hs1	168195176	168222263	SFT2D2	+	H. sapiens	6005	0.0001856827534088
hs6	42981951	42989036	KLHDC3	+	H. sapiens	6006	0.000185514864199043
hs4	47452885	47465736	COMMD8	-	H. sapiens	6007	0.000185421541131325
hs11	65292548	65306175	SCYL1	+	H. sapiens	6008	0.00018541787386861
hs7	140774032	141180180	TMEM178B	+	H. sapiens	6009	0.000185403588240596
hs10	120900279	120925179	SFXN4	-	H. sapiens	6010	0.0001853061649566
hs7	129804555	129847610	TMEM209	-	H. sapiens	6011	0.00018507831458614
hsX	79926353	80065187	BRWD3	-	H. sapiens	6012	0.000185049805358384
hs17	5264258	5323480	NUP88	-	H. sapiens	6013	0.000184993904571273
hs21	30396950	30426809	USP16	+	H. sapiens	6014	0.000184970094289305
hsMT	14747	15887	MT-CYB	+	H. sapiens	6015	0.000184969893210707
hs22	36134783	36424473	RBFOX2	-	H. sapiens	6016	0.00018496687522751
hs12	12510013	12619840	LOH12CR1	+	H. sapiens	6017	0.000184886553324048
hs2	120978854	120980984	TMEM185B	-	H. sapiens	6018	0.000184878909858632
hs14	100842755	100996640	WDR25	+	H. sapiens	6019	0.00018477191176558
hs9	114393632	114432508	DNAJC25	+	H. sapiens	6020	0.000184748663689449
hs1	11979648	11986485	KIAA2013	-	H. sapiens	6021	0.000184660925656943
hs5	68646811	68665840	TAF9	-	H. sapiens	6022	0.000184649372860335
hs11	61567099	61596790	FADS1	-	H. sapiens	6023	0.000184644746500928
hs11	111779289	111794446	CRYAB	-	H. sapiens	6024	0.000184624040785342
hs17	79993012	79995608	DCXR	-	H. sapiens	6025	0.000184498398126398
hs1	43629846	43736607	EBNA1BP2	-	H. sapiens	6026	0.000184411033262721
hs3	105374305	105588396	CBLB	-	H. sapiens	6027	0.000184371340656631
hs15	90626277	90645736	IDH2	-	H. sapiens	6028	0.000184265832107289
hs12	53693470	53700961	C12orf10	+	H. sapiens	6029	0.00018423094766129
hs1	107599267	107601916	PRMT6	+	H. sapiens	6030	0.000184189400712631
hs3	124480795	124620265	ITGB5	-	H. sapiens	6031	0.000184119055136045
hs15	40886218	40956540	CASC5	+	H. sapiens	6032	0.000184045361453444
hs7	72854728	72936608	BAZ1B	-	H. sapiens	6033	0.000184021483559893
hs14	69846848	69865344	ERH	-	H. sapiens	6034	0.000184019059844998
hs13	115079988	115092796	CHAMP1	+	H. sapiens	6035	0.000183850049190859
hs6	30667584	30685666	MDC1	-	H. sapiens	6036	0.000183826509704166
hs9	139334549	139372141	SEC16A	-	H. sapiens	6037	0.000183737055375333
hs7	87834433	87856308	SRI	-	H. sapiens	6038	0.000183596845163003
hs19	7991603	8008805	TIMM44	-	H. sapiens	6039	0.00018358451130096
hs17	17150141	17184607	COPS3	-	H. sapiens	6040	0.00018343914229646
hs1	10532345	10690815	PEX14	+	H. sapiens	6041	0.000183300164348976
hs16	87417601	87438385	MAP1LC3B	+	H. sapiens	6042	0.000183160075955868
hs17	21100593	21117937	TMEM11	-	H. sapiens	6043	0.000183154374869599
hs14	104200089	104313927	PPP1R13B	-	H. sapiens	6044	0.000183113907520349
hs9	138370925	138380739	PPP1R26	+	H. sapiens	6045	0.000183106615818218
hs3	56591189	56655846	CCDC66	+	H. sapiens	6046	0.000183081852033418
hs1	28157289	28178187	PPP1R8	+	H. sapiens	6047	0.000183053258401844
hs6	31588497	31605548	PRRC2A	+	H. sapiens	6048	0.000183031173397685
hs7	100472733	100486285	SRRT	+	H. sapiens	6049	0.000182969081079731
hs12	124456392	124499986	ZNF664	+	H. sapiens	6050	0.000182890477780751
hs12	63037762	63328817	PPM1H	-	H. sapiens	6051	0.000182827329582969
hs17	62495734	62504317	DDX5	-	H. sapiens	6052	0.000182574929926571
hs11	73386683	73472182	RAB6A	-	H. sapiens	6053	0.000182407546674979
hs14	68048672	68067004	PIGH	-	H. sapiens	6054	0.000182316140736161
hs6	170599791	170716153	FAM120B	+	H. sapiens	6055	0.000182244010436761
hs9	77703459	77762181	OSTF1	+	H. sapiens	6056	0.000182232609528543
hs20	34894258	35157040	DLGAP4	+	H. sapiens	6057	0.000182174200884178
hs11	86502101	86663952	PRSS23	+	H. sapiens	6058	0.000182166142432605
hs10	105881816	105886143	SFR1	+	H. sapiens	6059	0.000182138953739419
hs18	45357922	45457515	SMAD2	-	H. sapiens	6060	0.000182102739225698
hs8	95499921	95565757	KIAA1429	-	H. sapiens	6061	0.000182026937308177
hs6	43139037	43149243	SRF	+	H. sapiens	6062	0.000181986026089098
hs1	6684926	6695646	THAP3	+	H. sapiens	6063	0.000181977274759104
hs1	179068462	179198819	ABL2	-	H. sapiens	6064	0.000181967861980992
hs15	45653322	45694525	GATM	-	H. sapiens	6065	0.000181934532171524
hs3	156257929	156272973	SSR3	-	H. sapiens	6066	0.000181857700602417
hs14	77741299	77787227	POMT2	-	H. sapiens	6067	0.000181649008397566
hs11	67806483	67818362	TCIRG1	+	H. sapiens	6068	0.000181573011551084
hs12	49159975	49182820	ADCY6	-	H. sapiens	6069	0.000181444139065401
hs7	100797678	100804877	AP1S1	+	H. sapiens	6070	0.000181395353350045
hs1	111888910	111895635	PIFO	+	H. sapiens	6071	0.000181394076073982
hs3	124801480	124998021	SLC12A8	-	H. sapiens	6072	0.000181392228348565
hs5	87485450	87565293	TMEM161B	-	H. sapiens	6073	0.000181341901346777
hs2	96514587	96657541	ANKRD36C	-	H. sapiens	6074	0.000181306713240681
hs12	88427623	88443937	C12orf29	+	H. sapiens	6075	0.000181251921193781
hs1	85715639	85725355	C1orf52	-	H. sapiens	6076	0.000181146371197372
hs10	74127098	74385899	MICU1	-	H. sapiens	6077	0.00018110918467984
hs17	4901243	4931696	KIF1C	+	H. sapiens	6078	0.000181073660533215
hs20	30697309	30755061	TM9SF4	+	H. sapiens	6079	0.000181014854861217
hs2	220299568	220363009	SPEG	+	H. sapiens	6080	0.000180936824590416
hsX	101408680	101411029	BEX5	-	H. sapiens	6081	0.000180822184081109
hs1	29063133	29096287	YTHDF2	+	H. sapiens	6082	0.000180802070062991
hs4	1205236	1243741	CTBP1	-	H. sapiens	6083	0.000180792849023725
hs2	667335	677439	TMEM18	-	H. sapiens	6084	0.000180786002606736
hs20	35380194	35402221	DSN1	-	H. sapiens	6085	0.000180623956687165
hs7	150065278	150071133	REPIN1	+	H. sapiens	6086	0.000180347967108085
hs6	41040684	41067715	NFYA	+	H. sapiens	6087	0.000180329081501562
hs17	74132414	74137380	FOXJ1	-	H. sapiens	6088	0.000180326251417506
hs6	33282183	33285719	ZBTB22	-	H. sapiens	6089	0.000180254531505719
hs3	128598439	128634910	ACAD9	+	H. sapiens	6090	0.000180194661698829
hs10	49514698	49647403	MAPK8	+	H. sapiens	6091	0.00018014572459446
hs13	100615218	100624163	ZIC5	-	H. sapiens	6092	0.000179906581949663
hs4	37962056	37962746	PTTG2	+	H. sapiens	6093	0.000179881243885793
hs10	43633934	43680756	CSGALNACT2	+	H. sapiens	6094	0.000179836280605472
hs17	79163393	79196799	AZI1	-	H. sapiens	6095	0.000179745623957506
hs5	16665395	16936372	MYO10	-	H. sapiens	6096	0.000179715651966728
hs14	77582911	77725838	TMEM63C	+	H. sapiens	6097	0.00017967829834975
hs6	31462658	31478901	MICB	+	H. sapiens	6098	0.00017955131962033
hs2	113341817	113346852	CHCHD5	+	H. sapiens	6099	0.000179514224491362
hs15	85523671	85682376	PDE8A	+	H. sapiens	6100	0.00017938693485231
hs17	80376194	80400521	HEXDC	+	H. sapiens	6101	0.000179342941049154
hs6	114376750	114664209	HS3ST5	-	H. sapiens	6102	0.000179315610901454
hs19	47567444	47617009	ZC3H4	-	H. sapiens	6103	0.000179254508415272
hs17	58754814	59470199	BCAS3	+	H. sapiens	6104	0.000179211753809416
hs5	175819456	175843570	CLTB	-	H. sapiens	6105	0.000179202144887203
hs2	202241930	202316302	TRAK2	-	H. sapiens	6106	0.000179175692106237
hs4	1283639	1333935	MAEA	+	H. sapiens	6107	0.000179024295039465
hs9	136895427	136933657	BRD3	-	H. sapiens	6108	0.000179013182057486
hs11	66384053	66394818	RBM14	+	H. sapiens	6109	0.000178959017623659
hs9	125871779	126030855	STRBP	-	H. sapiens	6110	0.000178942619872835
hs5	64920543	64962060	TRAPPC13	+	H. sapiens	6111	0.000178920138812821
hs5	126626523	126801429	MEGF10	+	H. sapiens	6112	0.000178881936112485
hs9	34551430	34590121	CNTFR	-	H. sapiens	6113	0.00017877656728893
hs1	229566992	229569845	ACTA1	-	H. sapiens	6114	0.000178729066372618
hs4	25314407	25372005	ZCCHC4	+	H. sapiens	6115	0.000178507198352551
hs16	2303117	2318413	RNPS1	-	H. sapiens	6116	0.000178429895587584
hs17	40688190	40696467	NAGLU	+	H. sapiens	6117	0.000178406126329578
hs6	82201156	82462491	FAM46A	-	H. sapiens	6118	0.000178394619075983
hs11	8968841	8986558	TMEM9B	-	H. sapiens	6119	0.000178058851138752
hs19	58790332	58826563	AC010642.1	+	H. sapiens	6120	0.000177941075487964
hs6	30568177	30586389	PPP1R10	-	H. sapiens	6121	0.000177926976311915
hs15	52484519	52587995	MYO5C	-	H. sapiens	6122	0.000177925013326252
hs14	20779527	20801471	CCNB1IP1	-	H. sapiens	6123	0.000177831101183301
hs4	146402346	146479231	SMAD1	+	H. sapiens	6124	0.000177792633711982
hs12	56211703	56215663	ORMDL2	+	H. sapiens	6125	0.000177773954215477
hs1	46016215	46035721	AKR1A1	+	H. sapiens	6126	0.000177750308753333
hs3	183637722	183735803	ABCC5	-	H. sapiens	6127	0.000177731137116721
hs16	2525147	2555735	TBC1D24	+	H. sapiens	6128	0.00017770558977559
hs1	169074935	169101960	ATP1B1	+	H. sapiens	6129	0.00017762959644585
hs20	49620193	49639666	KCNG1	-	H. sapiens	6130	0.000177503204292107
hs2	239969864	240323348	HDAC4	-	H. sapiens	6131	0.000177444897484724
hs18	60790579	60987361	BCL2	-	H. sapiens	6132	0.000177399113950871
hsX	110909043	111003877	ALG13	+	H. sapiens	6133	0.000177380333993837
hs3	96335981	96337000	MTRNR2L12	-	H. sapiens	6134	0.000177370151586587
hs22	39081548	39097561	JOSD1	-	H. sapiens	6135	0.000177361054641056
hs4	114372188	114683083	CAMK2D	-	H. sapiens	6136	0.000177320014406179
hs1	156219015	156252620	SMG5	-	H. sapiens	6137	0.000177269710414651
hs21	17102344	17252377	USP25	+	H. sapiens	6138	0.000177153172392419
hs12	21788276	21910791	LDHB	-	H. sapiens	6139	0.000177114561783265
hsX	70145432	70150975	SLC7A3	-	H. sapiens	6140	0.000177108773410484
hsX	54834032	54842445	MAGED2	+	H. sapiens	6141	0.000177106319635412
hs19	36249044	36261930	C19orf55	+	H. sapiens	6142	0.000177025292135369
hs1	164524821	164868533	PBX1	+	H. sapiens	6143	0.00017694530850032
hs12	111065646	111142755	HVCN1	-	H. sapiens	6144	0.000176928667022458
hs8	82613569	82645138	ZFAND1	-	H. sapiens	6145	0.000176905043338449
hs2	211342406	211543831	CPS1	+	H. sapiens	6146	0.000176794777454248
hs19	58452201	58459043	ZNF256	-	H. sapiens	6147	0.000176734618505536
hs3	186500994	186507689	EIF4A2	+	H. sapiens	6148	0.000176687201893899
hs18	5392383	5630699	EPB41L3	-	H. sapiens	6149	0.000176668913396627
hs20	48807376	48809212	CEBPB	+	H. sapiens	6150	0.000176633277916727
hs1	62920399	63153969	DOCK7	-	H. sapiens	6151	0.000176605609957803
hs11	64556290	64570713	MAP4K2	-	H. sapiens	6152	0.000176598908571246
hs1	75171170	75199092	CRYZ	-	H. sapiens	6153	0.000176413268953346
hs20	45129701	45142198	ZNF334	-	H. sapiens	6154	0.000176381137485526
hs1	19542158	19578046	EMC1	-	H. sapiens	6155	0.00017637381486435
hs2	26413504	26467594	HADHA	-	H. sapiens	6156	0.000176371601803949
hs2	43449541	43453748	ZFP36L2	-	H. sapiens	6157	0.000176296062093906
hs1	24480647	24514449	IFNLR1	-	H. sapiens	6158	0.000176032951897165
hs17	42282401	42298994	UBTF	-	H. sapiens	6159	0.000176021291351081
hs11	7534529	7678358	PPFIBP2	+	H. sapiens	6160	0.00017600265137796
hs11	63706431	63724800	NAA40	+	H. sapiens	6161	0.000175999462014298
hs15	23930565	23932450	NDN	-	H. sapiens	6162	0.000175994613213271
hs12	125478246	125515777	BRI3BP	+	H. sapiens	6163	0.000175874677561083
hs6	43021767	43027544	MRPL2	-	H. sapiens	6164	0.000175854826634292
hs19	16466050	16582896	EPS15L1	-	H. sapiens	6165	0.000175835988359685
hs8	439803	495781	TDRP	-	H. sapiens	6166	0.000175677543046926
hs8	82644669	82671750	CHMP4C	+	H. sapiens	6167	0.000175571415807596
hs11	62574369	62599560	STX5	-	H. sapiens	6168	0.000175553318306876
hs1	41157320	41237275	NFYC	+	H. sapiens	6169	0.000175405100960702
hs17	18231187	18266856	SHMT1	-	H. sapiens	6170	0.000175272103398072
hs5	10250033	10266524	CCT5	+	H. sapiens	6171	0.000175226118807825
hs1	154192655	154243986	UBAP2L	+	H. sapiens	6172	0.000175203601082585
hs7	98971872	98992424	ARPC1B	+	H. sapiens	6173	0.000175131882744761
hs22	44639547	44708731	KIAA1644	-	H. sapiens	6174	0.000175119160880643
hs5	76367897	76383148	ZBED3	-	H. sapiens	6175	0.000175099755057695
hs6	30585486	30594172	MRPS18B	+	H. sapiens	6176	0.000174920735029116
hs16	89557325	89624176	SPG7	+	H. sapiens	6177	0.000174854811845093
hs2	53759810	54087170	GPR75-ASB3	-	H. sapiens	6178	0.000174807841991642
hs18	21718942	21741567	CABYR	+	H. sapiens	6179	0.000174718242968108
hs18	59854491	59974355	KIAA1468	+	H. sapiens	6180	0.000174680071112432
hs1	46092976	46153785	GPBP1L1	-	H. sapiens	6181	0.000174635879819141
hs17	80900031	81009686	B3GNTL1	-	H. sapiens	6182	0.000174595585660353
hs6	76458909	76629254	MYO6	+	H. sapiens	6183	0.000174565737834587
hs7	106809406	106842974	HBP1	+	H. sapiens	6184	0.000174531301472269
hs10	11047259	11378674	CELF2	+	H. sapiens	6185	0.000174508918192595
hs22	26138111	26427007	MYO18B	+	H. sapiens	6186	0.00017449722663565
hs3	27414214	27525911	SLC4A7	-	H. sapiens	6187	0.00017447655812286
hsX	294698	347690	PPP2R3B	-	H. sapiens	6188	0.000174474937358116
hs16	19535133	19564730	CCP110	+	H. sapiens	6189	0.000174409288314914
hs14	93260576	93306308	GOLGA5	+	H. sapiens	6190	0.000174118819436742
hs19	46436992	46476804	NOVA2	-	H. sapiens	6191	0.000174093295456701
hs17	4634723	4636905	MED11	+	H. sapiens	6192	0.000174069138111577
hs1	228395831	228566577	OBSCN	+	H. sapiens	6193	0.000174052529342994
hs19	7598890	7626650	PNPLA6	+	H. sapiens	6194	0.000173991624081271
hs1	236681300	236716281	LGALS8	+	H. sapiens	6195	0.000173977864208474
hs12	110436991	110477568	ANKRD13A	+	H. sapiens	6196	0.000173956462974689
hs13	21714653	21723221	SAP18	+	H. sapiens	6197	0.000173954318838709
hs6	74225473	74233520	EEF1A1	-	H. sapiens	6198	0.00017388857369327
hs2	25012603	25016251	PTRHD1	-	H. sapiens	6199	0.000173820467742725
hs8	144680074	144682485	TIGD5	+	H. sapiens	6200	0.000173808643417206
hs13	98086476	98121382	RAP2A	+	H. sapiens	6201	0.000173780754891717
hs9	136197552	136203235	SURF6	-	H. sapiens	6202	0.000173561260399246
hs10	75134859	75173834	ANXA7	-	H. sapiens	6203	0.000173451948470627
hs2	241065980	241076224	MYEOV2	-	H. sapiens	6204	0.000173349346556328
hs22	23521891	23660224	BCR	+	H. sapiens	6205	0.000173313344385972
hs7	33134409	33149013	RP9	-	H. sapiens	6206	0.000173307390743949
hs15	65619465	65670378	IGDCC3	-	H. sapiens	6207	0.00017322546961418
hs10	118643742	118886097	KIAA1598	-	H. sapiens	6208	0.000173210033266535
hs6	33588142	33664351	ITPR3	+	H. sapiens	6209	0.000173144050439333
hs1	53392901	53517375	SCP2	+	H. sapiens	6210	0.000173128774365261
hs19	56598732	56632649	ZNF787	-	H. sapiens	6211	0.000173121280331978
hs19	17326155	17330638	USE1	+	H. sapiens	6212	0.000173055458994487
hs19	2511217	2702707	GNG7	-	H. sapiens	6213	0.000173040425283211
hs1	211836114	211848960	NEK2	-	H. sapiens	6214	0.000172965675014458
hs1	150237804	150241980	APH1A	-	H. sapiens	6215	0.0001728551051845
hs7	100199800	100205798	PCOLCE	+	H. sapiens	6216	0.000172713922225065
hs15	44162962	44487450	FRMD5	-	H. sapiens	6217	0.000172603626657719
hs12	27932953	27955973	KLHL42	+	H. sapiens	6218	0.000172562339228133
hs12	31535157	31744031	DENND5B	-	H. sapiens	6219	0.000172516889416552
hs3	50355221	50360337	HYAL2	-	H. sapiens	6220	0.000172515798529727
hs7	121715701	121784334	AASS	-	H. sapiens	6221	0.000172485618913254
hs4	165995574	166129701	TMEM192	-	H. sapiens	6222	0.000172460997607593
hs5	179224597	179233952	MGAT4B	-	H. sapiens	6223	0.000172449195685265
hs2	216176540	216214487	ATIC	+	H. sapiens	6224	0.000172386770281752
hs2	86426478	86440917	MRPL35	+	H. sapiens	6225	0.000172325865009149
hsX	9754496	9917483	SHROOM2	+	H. sapiens	6226	0.000172270376215478
hs6	151561134	151679692	AKAP12	+	H. sapiens	6227	0.000172128135631833
hs2	127805603	127864931	BIN1	-	H. sapiens	6228	0.000172094913967413
hs1	35734568	35887659	ZMYM4	+	H. sapiens	6229	0.000172062343269386
hs16	67261006	67263181	TMEM208	+	H. sapiens	6230	0.000172057689380667
hs1	155978839	155990750	SSR2	-	H. sapiens	6231	0.000171975904899924
hs3	128846258	128880136	ISY1	-	H. sapiens	6232	0.000171884833110036
hs4	146031990	146101313	OTUD4	-	H. sapiens	6233	0.000171829276480517
hs13	28120050	28194541	LNX2	-	H. sapiens	6234	0.000171809560985947
hs18	5289018	5297052	ZBTB14	-	H. sapiens	6235	0.000171749421535305
hs1	161274525	161279762	MPZ	-	H. sapiens	6236	0.000171718687308364
hs19	36208921	36229779	KMT2B	+	H. sapiens	6237	0.000171710634671474
hs11	62342517	62359649	TUT1	-	H. sapiens	6238	0.00017162042609753
hs20	3143263	3154192	LZTS3	-	H. sapiens	6239	0.000171600305072794
hs3	129274018	129325661	PLXND1	-	H. sapiens	6240	0.000171591040777352
hs11	118889142	118896164	TRAPPC4	+	H. sapiens	6241	0.000171580047418241
hs22	30727977	30752936	SF3A1	-	H. sapiens	6242	0.000171482601528883
hs9	127908852	127952218	PPP6C	-	H. sapiens	6243	0.000171375035831201
hs18	21086148	21166862	NPC1	-	H. sapiens	6244	0.000171322697708254
hs12	122242086	122270562	SETD1B	+	H. sapiens	6245	0.00017128478813766
hs16	66912492	66929657	PDP2	+	H. sapiens	6246	0.000171271899335745
hs10	98124363	98273675	TLL2	-	H. sapiens	6247	0.000171240010569673
hs2	65283500	65314138	CEP68	+	H. sapiens	6248	0.000171230903891151
hs1	111659955	111682838	DRAM2	-	H. sapiens	6249	0.000171094491530743
hs17	66417089	66453654	WIPI1	-	H. sapiens	6250	0.000170976732703831
hs3	150803484	151154860	MED12L	+	H. sapiens	6251	0.000170854534418563
hs19	58082934	58090295	ZNF416	-	H. sapiens	6252	0.000170832640766228
hs9	127962821	127996437	RABEPK	+	H. sapiens	6253	0.000170674504991974
hs1	66258197	66840259	PDE4B	+	H. sapiens	6254	0.000170623197893405
hs16	85723690	85784735	C16orf74	-	H. sapiens	6255	0.000170622076711036
hs8	23101150	23119512	CHMP7	+	H. sapiens	6256	0.000170598698888358
hs20	60758085	60778624	MTG2	+	H. sapiens	6257	0.00017058297845185
hs19	50010073	50029590	FCGRT	+	H. sapiens	6258	0.000170568109937097
hs17	39968932	39979465	FKBP10	+	H. sapiens	6259	0.000170483033760549
hs10	92631473	92668312	RPP30	+	H. sapiens	6260	0.000170458877710944
hs17	8924859	9147317	NTN1	+	H. sapiens	6261	0.000170359781134444
hs17	3511556	3539616	SHPK	-	H. sapiens	6262	0.00017032371678849
hs3	30647994	30735634	TGFBR2	+	H. sapiens	6263	0.000170265598495201
hs7	99699172	99707968	AP4M1	+	H. sapiens	6264	0.000170262931415421
hs6	75962640	75994684	TMEM30A	-	H. sapiens	6265	0.000170178330077153
hs1	114522063	114524876	OLFML3	+	H. sapiens	6266	0.000170071739347244
hs7	134868590	134896316	WDR91	-	H. sapiens	6267	0.000170031034760876
hs5	43065278	43192123	ZNF131	+	H. sapiens	6268	0.000169968238742935
hs13	111267881	111292340	CARKD	+	H. sapiens	6269	0.000169961892982906
hs11	61727190	61735132	FTH1	-	H. sapiens	6270	0.000169929452469297
hs11	67159176	67165881	RAD9A	+	H. sapiens	6271	0.000169907289073845
hs4	187508937	187647876	FAT1	-	H. sapiens	6272	0.00016984742023074
hs1	182350839	182361341	GLUL	-	H. sapiens	6273	0.000169839349958734
hs7	71244476	71912136	CALN1	-	H. sapiens	6274	0.000169750364594989
hs1	111982512	111991998	WDR77	-	H. sapiens	6275	0.000169706060997421
hs1	52497775	52499488	KTI12	-	H. sapiens	6276	0.000169674271987108
hs11	74041363	74109518	PGM2L1	-	H. sapiens	6277	0.000169643921360207
hs12	48057070	48099844	RPAP3	-	H. sapiens	6278	0.000169489630965858
hs9	124329336	124547809	DAB2IP	+	H. sapiens	6279	0.000169408192423504
hs17	42785976	42829632	DBF4B	+	H. sapiens	6280	0.000169362890183322
hs9	123970072	124095121	GSN	+	H. sapiens	6281	0.000169164840051028
hs9	77561497	77567802	C9orf40	-	H. sapiens	6282	0.000169141060018307
hs7	99143931	99156159	FAM200A	-	H. sapiens	6283	0.000169093597368275
hs9	139006427	139010731	C9orf69	-	H. sapiens	6284	0.000169067844181914
hs5	112212084	112258236	REEP5	-	H. sapiens	6285	0.000169019833313744
hs3	124684554	124774802	HEG1	-	H. sapiens	6286	0.000168856186300137
hs17	40554470	40575535	PTRF	-	H. sapiens	6287	0.00016882222497816
hs16	30613879	30635333	ZNF689	-	H. sapiens	6288	0.000168705426797033
hs5	60628100	60841997	ZSWIM6	+	H. sapiens	6289	0.000168574321742887
hs8	8175258	8244008	SGK223	-	H. sapiens	6290	0.000168564153068984
hs6	132129156	132216295	ENPP1	+	H. sapiens	6291	0.000168462856328211
